food_name,food_table_name,food_table_category_id
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　生,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　生,11
うし　　かた　脂身つき　ゆで,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　ゆで,11
＜畜肉類＞　うし　　かた　脂身つき　ゆで,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　ゆで,11
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　ゆで,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　ゆで,11
うし　　かた　脂身つき　焼き,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　焼き,11
＜畜肉類＞　うし　　かた　脂身つき　焼き,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　焼き,11
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　焼き,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　焼き,11
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　皮下脂肪なし　生,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　皮下脂肪なし　生,11
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　生,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　生,11
うし　　かた　赤肉　ゆで,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　ゆで,11
＜畜肉類＞　うし　　かた　赤肉　ゆで,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　ゆで,11
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　ゆで,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　ゆで,11
うし　　かた　赤肉　焼き,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　焼き,11
＜畜肉類＞　うし　　かた　赤肉　焼き,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　焼き,11
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　焼き,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　焼き,11
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身　生,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身　生,11
＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　脂身つき　生,＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　脂身つき　生,11
＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　皮下脂肪なし　生,＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　皮下脂肪なし　生,11
＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　赤肉　生,＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　赤肉　生,11
＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　生,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　生,11
＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　ゆで,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　ゆで,11
＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　焼き,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　焼き,11
＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　皮下脂肪なし　生,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　皮下脂肪なし　生,11
＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　赤肉　生,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　赤肉　生,11
＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身　生,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身　生,11
＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　脂身つき　生,＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　脂身つき　生,11
＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　皮下脂肪なし　生,＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　皮下脂肪なし　生,11
＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　赤肉　生,＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　赤肉　生,11
＜畜肉類＞　うし　［乳用肥育牛肉］　ばら　脂身つき　生,＜畜肉類＞　うし　［乳用肥育牛肉］　ばら　脂身つき　生,11
うし　　ばら　脂身つき　焼き,＜畜肉類＞　うし　［乳用肥育牛肉］　ばら　脂身つき　焼き,11
＜畜肉類＞　うし　　ばら　脂身つき　焼き,＜畜肉類＞　うし　［乳用肥育牛肉］　ばら　脂身つき　焼き,11
＜畜肉類＞　うし　［乳用肥育牛肉］　ばら　脂身つき　焼き,＜畜肉類＞　うし　［乳用肥育牛肉］　ばら　脂身つき　焼き,11
＜畜肉類＞　うし　［乳用肥育牛肉］　もも　脂身つき　生,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　脂身つき　生,11
＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　生,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　生,11
＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　ゆで,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　ゆで,11
＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　焼き,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　焼き,11
＜畜肉類＞　うし　［乳用肥育牛肉］　もも　赤肉　生,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　赤肉　生,11
＜畜肉類＞　うし　［乳用肥育牛肉］　もも　脂身　生,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　脂身　生,11
＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　脂身つき　生,＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　脂身つき　生,11
＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　皮下脂肪なし　生,＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　皮下脂肪なし　生,11
＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　赤肉　生,＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　赤肉　生,11
＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　脂身つき　生,＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　脂身つき　生,11
＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　皮下脂肪なし　生,＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　皮下脂肪なし　生,11
＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　赤肉　生,＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　赤肉　生,11
＜畜肉類＞　うし　［乳用肥育牛肉］　ヒレ　赤肉　生,＜畜肉類＞　うし　［乳用肥育牛肉］　ヒレ　赤肉　生,11
うし　　ひれ　赤肉　焼き,＜畜肉類＞　うし　［乳用肥育牛肉］　ヒレ　赤肉　焼き,11
うし　　ヒレ　赤肉　焼き,＜畜肉類＞　うし　［乳用肥育牛肉］　ヒレ　赤肉　焼き,11
＜畜肉類＞　うし　　ヒレ　赤肉　焼き,＜畜肉類＞　うし　［乳用肥育牛肉］　ヒレ　赤肉　焼き,11
＜畜肉類＞　うし　［乳用肥育牛肉］　ヒレ　赤肉　焼き,＜畜肉類＞　うし　［乳用肥育牛肉］　ヒレ　赤肉　焼き,11
＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　生,＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　生,11
＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　ゆで,＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　ゆで,11
＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　焼き,＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　焼き,11
＜畜肉類＞　うし　［交雑牛肉］　リブロース　皮下脂肪なし　生,＜畜肉類＞　うし　［交雑牛肉］　リブロース　皮下脂肪なし　生,11
＜畜肉類＞　うし　［交雑牛肉］　リブロース　赤肉　生,＜畜肉類＞　うし　［交雑牛肉］　リブロース　赤肉　生,11
＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身　生,＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身　生,11
＜畜肉類＞　うし　［交雑牛肉］　ばら　脂身つき　生,＜畜肉類＞　うし　［交雑牛肉］　ばら　脂身つき　生,11
＜畜肉類＞　うし　［交雑牛肉］　もも　脂身つき　生,＜畜肉類＞　うし　［交雑牛肉］　もも　脂身つき　生,11
＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　生,＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　生,11
＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　ゆで,＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　ゆで,11
＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　焼き,＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　焼き,11
＜畜肉類＞　うし　［交雑牛肉］　もも　赤肉　生,＜畜肉類＞　うし　［交雑牛肉］　もも　赤肉　生,11
＜畜肉類＞　うし　［交雑牛肉］　もも　脂身　生,＜畜肉類＞　うし　［交雑牛肉］　もも　脂身　生,11
＜畜肉類＞　うし　［交雑牛肉］　ヒレ　赤肉　生,＜畜肉類＞　うし　［交雑牛肉］　ヒレ　赤肉　生,11
＜畜肉類＞　うし　［輸入牛肉］　かた　脂身つき　生,＜畜肉類＞　うし　［輸入牛肉］　かた　脂身つき　生,11
＜畜肉類＞　うし　［輸入牛肉］　かた　皮下脂肪なし　生,＜畜肉類＞　うし　［輸入牛肉］　かた　皮下脂肪なし　生,11
＜畜肉類＞　うし　［輸入牛肉］　かた　赤肉　生,＜畜肉類＞　うし　［輸入牛肉］　かた　赤肉　生,11
＜畜肉類＞　うし　［輸入牛肉］　かた　脂身　生,＜畜肉類＞　うし　［輸入牛肉］　かた　脂身　生,11
＜畜肉類＞　うし　［輸入牛肉］　かたロース　脂身つき　生,＜畜肉類＞　うし　［輸入牛肉］　かたロース　脂身つき　生,11
＜畜肉類＞　うし　［輸入牛肉］　かたロース　皮下脂肪なし　生,＜畜肉類＞　うし　［輸入牛肉］　かたロース　皮下脂肪なし　生,11
＜畜肉類＞　うし　［輸入牛肉］　かたロース　赤肉　生,＜畜肉類＞　うし　［輸入牛肉］　かたロース　赤肉　生,11
＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身つき　生,＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身つき　生,11
＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身つき　ゆで,＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身つき　ゆで,11
＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身つき　焼き,＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身つき　焼き,11
＜畜肉類＞　うし　［輸入牛肉］　リブロース　皮下脂肪なし　生,＜畜肉類＞　うし　［輸入牛肉］　リブロース　皮下脂肪なし　生,11
＜畜肉類＞　うし　［輸入牛肉］　リブロース　赤肉　生,＜畜肉類＞　うし　［輸入牛肉］　リブロース　赤肉　生,11
＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身　生,＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身　生,11
＜畜肉類＞　うし　［輸入牛肉］　サーロイン　脂身つき　生,＜畜肉類＞　うし　［輸入牛肉］　サーロイン　脂身つき　生,11
＜畜肉類＞　うし　［輸入牛肉］　サーロイン　皮下脂肪なし　生,＜畜肉類＞　うし　［輸入牛肉］　サーロイン　皮下脂肪なし　生,11
＜畜肉類＞　うし　［輸入牛肉］　サーロイン　赤肉　生,＜畜肉類＞　うし　［輸入牛肉］　サーロイン　赤肉　生,11
＜畜肉類＞　うし　［輸入牛肉］　ばら　脂身つき　生,＜畜肉類＞　うし　［輸入牛肉］　ばら　脂身つき　生,11
＜畜肉類＞　うし　［輸入牛肉］　もも　脂身つき　生,＜畜肉類＞　うし　［輸入牛肉］　もも　脂身つき　生,11
＜畜肉類＞　うし　［輸入牛肉］　もも　皮下脂肪なし　生,＜畜肉類＞　うし　［輸入牛肉］　もも　皮下脂肪なし　生,11
＜畜肉類＞　うし　［輸入牛肉］　もも　皮下脂肪なし　ゆで,＜畜肉類＞　うし　［輸入牛肉］　もも　皮下脂肪なし　ゆで,11
＜畜肉類＞　うし　［輸入牛肉］　もも　皮下脂肪なし　焼き,＜畜肉類＞　うし　［輸入牛肉］　もも　皮下脂肪なし　焼き,11
＜畜肉類＞　うし　［輸入牛肉］　もも　赤肉　生,＜畜肉類＞　うし　［輸入牛肉］　もも　赤肉　生,11
＜畜肉類＞　うし　［輸入牛肉］　もも　脂身　生,＜畜肉類＞　うし　［輸入牛肉］　もも　脂身　生,11
＜畜肉類＞　うし　［輸入牛肉］　そともも　脂身つき　生,＜畜肉類＞　うし　［輸入牛肉］　そともも　脂身つき　生,11
＜畜肉類＞　うし　［輸入牛肉］　そともも　皮下脂肪なし　生,＜畜肉類＞　うし　［輸入牛肉］　そともも　皮下脂肪なし　生,11
＜畜肉類＞　うし　［輸入牛肉］　そともも　赤肉　生,＜畜肉類＞　うし　［輸入牛肉］　そともも　赤肉　生,11
＜畜肉類＞　うし　［輸入牛肉］　ランプ　脂身つき　生,＜畜肉類＞　うし　［輸入牛肉］　ランプ　脂身つき　生,11
＜畜肉類＞　うし　［輸入牛肉］　ランプ　皮下脂肪なし　生,＜畜肉類＞　うし　［輸入牛肉］　ランプ　皮下脂肪なし　生,11
＜畜肉類＞　うし　［輸入牛肉］　ランプ　赤肉　生,＜畜肉類＞　うし　［輸入牛肉］　ランプ　赤肉　生,11
＜畜肉類＞　うし　［輸入牛肉］　ヒレ　赤肉　生,＜畜肉類＞　うし　［輸入牛肉］　ヒレ　赤肉　生,11
＜畜肉類＞　うし　［子牛肉］　リブロース　皮下脂肪なし　生,＜畜肉類＞　うし　［子牛肉］　リブロース　皮下脂肪なし　生,11
うし　　ばら　皮下脂肪なし　生,＜畜肉類＞　うし　［子牛肉］　ばら　皮下脂肪なし　生,11
＜畜肉類＞　うし　　ばら　皮下脂肪なし　生,＜畜肉類＞　うし　［子牛肉］　ばら　皮下脂肪なし　生,11
＜畜肉類＞　うし　［子牛肉］　ばら　皮下脂肪なし　生,＜畜肉類＞　うし　［子牛肉］　ばら　皮下脂肪なし　生,11
＜畜肉類＞　うし　［子牛肉］　もも　皮下脂肪なし　生,＜畜肉類＞　うし　［子牛肉］　もも　皮下脂肪なし　生,11
うし　　生,＜畜肉類＞　うし　［ひき肉］　生,11
＜畜肉類＞　うし　　生,＜畜肉類＞　うし　［ひき肉］　生,11
＜畜肉類＞　うし　［ひき肉］　生,＜畜肉類＞　うし　［ひき肉］　生,11
うし　　焼き,＜畜肉類＞　うし　［ひき肉］　焼き,11
＜畜肉類＞　うし　　焼き,＜畜肉類＞　うし　［ひき肉］　焼き,11
＜畜肉類＞　うし　［ひき肉］　焼き,＜畜肉類＞　うし　［ひき肉］　焼き,11
うし　　舌　生,＜畜肉類＞　うし　［副生物］　舌　生,11
＜畜肉類＞　うし　　舌　生,＜畜肉類＞　うし　［副生物］　舌　生,11
＜畜肉類＞　うし　［副生物］　舌　生,＜畜肉類＞　うし　［副生物］　舌　生,11
うし　　舌　焼き,＜畜肉類＞　うし　［副生物］　舌　焼き,11
たん焼き,＜畜肉類＞　うし　［副生物］　舌　焼き,11
＜畜肉類＞　うし　　舌　焼き,＜畜肉類＞　うし　［副生物］　舌　焼き,11
＜畜肉類＞　うし　［副生物］　舌　焼き,＜畜肉類＞　うし　［副生物］　舌　焼き,11
うし　　心臓　生,＜畜肉類＞　うし　［副生物］　心臓　生,11
＜畜肉類＞　うし　　心臓　生,＜畜肉類＞　うし　［副生物］　心臓　生,11
＜畜肉類＞　うし　［副生物］　心臓　生,＜畜肉類＞　うし　［副生物］　心臓　生,11
うし　　肝臓　生,＜畜肉類＞　うし　［副生物］　肝臓　生,11
＜畜肉類＞　うし　　肝臓　生,＜畜肉類＞　うし　［副生物］　肝臓　生,11
＜畜肉類＞　うし　［副生物］　肝臓　生,＜畜肉類＞　うし　［副生物］　肝臓　生,11
うし　　じん臓　生,＜畜肉類＞　うし　［副生物］　じん臓　生,11
＜畜肉類＞　うし　　じん臓　生,＜畜肉類＞　うし　［副生物］　じん臓　生,11
＜畜肉類＞　うし　［副生物］　じん臓　生,＜畜肉類＞　うし　［副生物］　じん臓　生,11
うし　　第一胃　ゆで,＜畜肉類＞　うし　［副生物］　第一胃　ゆで,11
みの,＜畜肉類＞　うし　［副生物］　第一胃　ゆで,11
第一胃,＜畜肉類＞　うし　［副生物］　第一胃　ゆで,11
＜畜肉類＞　うし　　第一胃　ゆで,＜畜肉類＞　うし　［副生物］　第一胃　ゆで,11
＜畜肉類＞　うし　［副生物］　第一胃　ゆで,＜畜肉類＞　うし　［副生物］　第一胃　ゆで,11
うし　　第二胃　ゆで,＜畜肉類＞　うし　［副生物］　第二胃　ゆで,11
はちのす,＜畜肉類＞　うし　［副生物］　第二胃　ゆで,11
第二胃,＜畜肉類＞　うし　［副生物］　第二胃　ゆで,11
＜畜肉類＞　うし　　第二胃　ゆで,＜畜肉類＞　うし　［副生物］　第二胃　ゆで,11
＜畜肉類＞　うし　［副生物］　第二胃　ゆで,＜畜肉類＞　うし　［副生物］　第二胃　ゆで,11
うし　　第三胃　生,＜畜肉類＞　うし　［副生物］　第三胃　生,11
せんまい,＜畜肉類＞　うし　［副生物］　第三胃　生,11
第三胃,＜畜肉類＞　うし　［副生物］　第三胃　生,11
＜畜肉類＞　うし　　第三胃　生,＜畜肉類＞　うし　［副生物］　第三胃　生,11
＜畜肉類＞　うし　［副生物］　第三胃　生,＜畜肉類＞　うし　［副生物］　第三胃　生,11
あかせんまい,＜畜肉類＞　うし　［副生物］　第四胃　ゆで,11
あぼみ,＜畜肉類＞　うし　［副生物］　第四胃　ゆで,11
うし　　第四胃　ゆで,＜畜肉類＞　うし　［副生物］　第四胃　ゆで,11
ぎあら,＜畜肉類＞　うし　［副生物］　第四胃　ゆで,11
ギアラ,＜畜肉類＞　うし　［副生物］　第四胃　ゆで,11
第四胃,＜畜肉類＞　うし　［副生物］　第四胃　ゆで,11
＜畜肉類＞　うし　　第四胃　ゆで,＜畜肉類＞　うし　［副生物］　第四胃　ゆで,11
＜畜肉類＞　うし　［副生物］　第四胃　ゆで,＜畜肉類＞　うし　［副生物］　第四胃　ゆで,11
うし　　小腸　生,＜畜肉類＞　うし　［副生物］　小腸　生,11
＜畜肉類＞　うし　　小腸　生,＜畜肉類＞　うし　［副生物］　小腸　生,11
＜畜肉類＞　うし　［副生物］　小腸　生,＜畜肉類＞　うし　［副生物］　小腸　生,11
うし　　大腸　生,＜畜肉類＞　うし　［副生物］　大腸　生,11
しまちょう,＜畜肉類＞　うし　［副生物］　大腸　生,11
てっちゃん,＜畜肉類＞　うし　［副生物］　大腸　生,11
＜畜肉類＞　うし　　大腸　生,＜畜肉類＞　うし　［副生物］　大腸　生,11
＜畜肉類＞　うし　［副生物］　大腸　生,＜畜肉類＞　うし　［副生物］　大腸　生,11
うし　　直腸　生,＜畜肉類＞　うし　［副生物］　直腸　生,11
てっぽう,＜畜肉類＞　うし　［副生物］　直腸　生,11
直腸,＜畜肉類＞　うし　［副生物］　直腸　生,11
＜畜肉類＞　うし　　直腸　生,＜畜肉類＞　うし　［副生物］　直腸　生,11
＜畜肉類＞　うし　［副生物］　直腸　生,＜畜肉類＞　うし　［副生物］　直腸　生,11
うし　　腱　ゆで,＜畜肉類＞　うし　［副生物］　腱　ゆで,11
すじ,＜畜肉類＞　うし　［副生物］　腱　ゆで,11
腱,＜畜肉類＞　うし　［副生物］　腱　ゆで,11
＜畜肉類＞　うし　　腱　ゆで,＜畜肉類＞　うし　［副生物］　腱　ゆで,11
＜畜肉類＞　うし　［副生物］　腱　ゆで,＜畜肉類＞　うし　［副生物］　腱　ゆで,11
うし　　子宮　ゆで,＜畜肉類＞　うし　［副生物］　子宮　ゆで,11
＜畜肉類＞　うし　　子宮　ゆで,＜畜肉類＞　うし　［副生物］　子宮　ゆで,11
＜畜肉類＞　うし　［副生物］　子宮　ゆで,＜畜肉類＞　うし　［副生物］　子宮　ゆで,11
うし　　尾　生,＜畜肉類＞　うし　［副生物］　尾　生,11
てーる,＜畜肉類＞　うし　［副生物］　尾　生,11
テール,＜畜肉類＞　うし　［副生物］　尾　生,11
尾,＜畜肉類＞　うし　［副生物］　尾　生,11
＜畜肉類＞　うし　　尾　生,＜畜肉類＞　うし　［副生物］　尾　生,11
＜畜肉類＞　うし　［副生物］　尾　生,＜畜肉類＞　うし　［副生物］　尾　生,11
うし　　横隔膜　生,＜畜肉類＞　うし　［副生物］　横隔膜　生,11
＜畜肉類＞　うし　　横隔膜　生,＜畜肉類＞　うし　［副生物］　横隔膜　生,11
＜畜肉類＞　うし　［副生物］　横隔膜　生,＜畜肉類＞　うし　［副生物］　横隔膜　生,11
うし　　横隔膜　ゆで,＜畜肉類＞　うし　［副生物］　横隔膜　ゆで,11
＜畜肉類＞　うし　　横隔膜　ゆで,＜畜肉類＞　うし　［副生物］　横隔膜　ゆで,11
＜畜肉類＞　うし　［副生物］　横隔膜　ゆで,＜畜肉類＞　うし　［副生物］　横隔膜　ゆで,11
うし　　横隔膜　焼き,＜畜肉類＞　うし　［副生物］　横隔膜　焼き,11
＜畜肉類＞　うし　　横隔膜　焼き,＜畜肉類＞　うし　［副生物］　横隔膜　焼き,11
＜畜肉類＞　うし　［副生物］　横隔膜　焼き,＜畜肉類＞　うし　［副生物］　横隔膜　焼き,11
うし　　ろーすとびーふ,＜畜肉類＞　うし　［加工品］　ローストビーフ,11
うし　　ローストビーフ,＜畜肉類＞　うし　［加工品］　ローストビーフ,11
ろーすとびーふ,＜畜肉類＞　うし　［加工品］　ローストビーフ,11
ローストビーフ,＜畜肉類＞　うし　［加工品］　ローストビーフ,11
＜畜肉類＞　うし　　ローストビーフ,＜畜肉類＞　うし　［加工品］　ローストビーフ,11
＜畜肉類＞　うし　［加工品］　ローストビーフ,＜畜肉類＞　うし　［加工品］　ローストビーフ,11
うし　　こんびーふ缶詰,＜畜肉類＞　うし　［加工品］　コンビーフ缶詰,11
うし　　コンビーフ缶詰,＜畜肉類＞　うし　［加工品］　コンビーフ缶詰,11
こんびーふ缶詰,＜畜肉類＞　うし　［加工品］　コンビーフ缶詰,11
コンビーフ缶詰,＜畜肉類＞　うし　［加工品］　コンビーフ缶詰,11
＜畜肉類＞　うし　　コンビーフ缶詰,＜畜肉類＞　うし　［加工品］　コンビーフ缶詰,11
＜畜肉類＞　うし　［加工品］　コンビーフ缶詰,＜畜肉類＞　うし　［加工品］　コンビーフ缶詰,11
うし　　味付け缶詰,＜畜肉類＞　うし　［加工品］　味付け缶詰,11
液汁36,＜畜肉類＞　うし　［加工品］　味付け缶詰,11
液汁36 %,＜畜肉類＞　うし　［加工品］　味付け缶詰,11
＜畜肉類＞　うし　　味付け缶詰,＜畜肉類＞　うし　［加工品］　味付け缶詰,11
＜畜肉類＞　うし　［加工品］　味付け缶詰,＜畜肉類＞　うし　［加工品］　味付け缶詰,11
うし　　びーふじゃーきー,＜畜肉類＞　うし　［加工品］　ビーフジャーキー,11
うし　　ビーフジャーキー,＜畜肉類＞　うし　［加工品］　ビーフジャーキー,11
びーふじゃーきー,＜畜肉類＞　うし　［加工品］　ビーフジャーキー,11
ビーフジャーキー,＜畜肉類＞　うし　［加工品］　ビーフジャーキー,11
＜畜肉類＞　うし　　ビーフジャーキー,＜畜肉類＞　うし　［加工品］　ビーフジャーキー,11
＜畜肉類＞　うし　［加工品］　ビーフジャーキー,＜畜肉類＞　うし　［加工品］　ビーフジャーキー,11
うし　　すもーくたん,＜畜肉類＞　うし　［加工品］　スモークタン,11
うし　　スモークタン,＜畜肉類＞　うし　［加工品］　スモークタン,11
すもーくたん,＜畜肉類＞　うし　［加工品］　スモークタン,11
スモークタン,＜畜肉類＞　うし　［加工品］　スモークタン,11
＜畜肉類＞　うし　　スモークタン,＜畜肉類＞　うし　［加工品］　スモークタン,11
＜畜肉類＞　うし　［加工品］　スモークタン,＜畜肉類＞　うし　［加工品］　スモークタン,11
うま,＜畜肉類＞　うま　肉　赤肉　生,11
うま　肉　赤肉　生,＜畜肉類＞　うま　肉　赤肉　生,11
さくら肉,＜畜肉類＞　うま　肉　赤肉　生,11
＜畜肉類＞　うま　肉　赤肉　生,＜畜肉類＞　うま　肉　赤肉　生,11
くじら　肉　赤肉　生,＜畜肉類＞　くじら　肉　赤肉　生,11
＜畜肉類＞　くじら　肉　赤肉　生,＜畜肉類＞　くじら　肉　赤肉　生,11
うねす,＜畜肉類＞　くじら　うねす　生,11
くじら　うねす　生,＜畜肉類＞　くじら　うねす　生,11
＜畜肉類＞　くじら　うねす　生,＜畜肉類＞　くじら　うねす　生,11
くじら　本皮　生,＜畜肉類＞　くじら　本皮　生,11
本皮,＜畜肉類＞　くじら　本皮　生,11
＜畜肉類＞　くじら　本皮　生,＜畜肉類＞　くじら　本皮　生,11
くじら　さらしくじら,＜畜肉類＞　くじら　さらしくじら,11
さらしくじら,＜畜肉類＞　くじら　さらしくじら,11
＜畜肉類＞　くじら　さらしくじら,＜畜肉類＞　くじら　さらしくじら,11
あかしか,＜畜肉類＞　しか　あかしか　赤肉　生,11
しか　あかしか　赤肉　生,＜畜肉類＞　しか　あかしか　赤肉　生,11
＜畜肉類＞　しか　あかしか　赤肉　生,＜畜肉類＞　しか　あかしか　赤肉　生,11
しか　にほんじか　赤肉　生,＜畜肉類＞　しか　にほんじか　赤肉　生,11
＜畜肉類＞　しか　にほんじか　赤肉　生,＜畜肉類＞　しか　にほんじか　赤肉　生,11
えぞしか,＜畜肉類＞　しか　にほんじか　えぞしか　赤肉　生,11
しか　にほんじか　えぞしか　赤肉　生,＜畜肉類＞　しか　にほんじか　えぞしか　赤肉　生,11
＜畜肉類＞　しか　にほんじか　えぞしか　赤肉　生,＜畜肉類＞　しか　にほんじか　えぞしか　赤肉　生,11
きゅうしゅうじか,＜畜肉類＞　しか　にほんじか　きゅうしゅうじか　赤肉　生,11
しか　にほんじか　きゅうしゅうじか　赤肉　生,＜畜肉類＞　しか　にほんじか　きゅうしゅうじか　赤肉　生,11
＜畜肉類＞　しか　にほんじか　きゅうしゅうじか　赤肉　生,＜畜肉類＞　しか　にほんじか　きゅうしゅうじか　赤肉　生,11
しか　にほんじか　ほんしゅうじか　赤肉　生,＜畜肉類＞　しか　にほんじか　ほんしゅうじか　赤肉　生,11
ほんしゅうじか,＜畜肉類＞　しか　にほんじか　ほんしゅうじか　赤肉　生,11
＜畜肉類＞　しか　にほんじか　ほんしゅうじか　赤肉　生,＜畜肉類＞　しか　にほんじか　ほんしゅうじか　赤肉　生,11
＜畜肉類＞　ぶた　［大型種肉］　かた　脂身つき　生,＜畜肉類＞　ぶた　［大型種肉］　かた　脂身つき　生,11
＜畜肉類＞　ぶた　［大型種肉］　かた　皮下脂肪なし　生,＜畜肉類＞　ぶた　［大型種肉］　かた　皮下脂肪なし　生,11
＜畜肉類＞　ぶた　［大型種肉］　かた　赤肉　生,＜畜肉類＞　ぶた　［大型種肉］　かた　赤肉　生,11
＜畜肉類＞　ぶた　［大型種肉］　かた　脂身　生,＜畜肉類＞　ぶた　［大型種肉］　かた　脂身　生,11
＜畜肉類＞　ぶた　［大型種肉］　かたロース　脂身つき　生,＜畜肉類＞　ぶた　［大型種肉］　かたロース　脂身つき　生,11
